filename, hole, lint, stain, thread, wash
IMG_3681_jpeg_jpg.rf.210da7385bb5ee03ed18398acad09411.jpg, 0, 0, 1, 0, 0
61TILdUoyqL_jpg.rf.2150ac22680e078e9391b5bf5fa248cc.jpg, 1, 0, 0, 1, 0
71xGtpHnAAL_jpg.rf.21eef0baadca06dbf65a57533de503a4.jpg, 1, 0, 1, 1, 0
KakaoTalk_Photo_2023-04-03-14-28-33-020_jpeg_jpg.rf.2184134d302ac391cf7c084f624a81ff.jpg, 0, 0, 1, 0, 0
61mgLomG-DL_jpg.rf.21738967896ece05260fd27eec2e1eae.jpg, 0, 0, 0, 0, 1
KakaoTalk_Photo_2023-04-03-14-28-35-024_jpeg_jpg.rf.2235cb0fa392687afe8f499f470f2f53.jpg, 0, 0, 1, 0, 0
56_jpg.rf.22788ea13d653944e9f3db1e82faa346.jpg, 0, 0, 1, 0, 0
81Rv0u5WrOL_jpg.rf.226d671320c72fae86179f92a84732ab.jpg, 1, 0, 0, 0, 0
KakaoTalk_Photo_2023-04-03-15-31-52-003_jpeg_jpg.rf.216dcbe8bb07831793673a6792403418.jpg, 0, 0, 1, 0, 0
c1r3e1n5_jpg.rf.22dfa0d4b1a3b8e066d99f33399e7ebc.jpg, 1, 0, 0, 0, 0
61Va7vktx8L_jpg.rf.2289ac1756d3d58b7666b868dbab8088.jpg, 1, 0, 0, 0, 0
KakaoTalk_Photo_2023-04-03-17-23-05-015_jpeg_jpg.rf.213789cfb93d398b24dd919848b089b7.jpg, 0, 0, 0, 0, 1
6159PJpmfWL_jpg.rf.2120edcafcdb9aea04b5df3dcbf09672.jpg, 0, 0, 1, 0, 0
71kpe4nae6L_jpg.rf.21ef0b8fced1c88c1eb753fdd08a0ae6.jpg, 1, 0, 0, 0, 0
53_jpg.rf.21518377956573e84e524b0bc8eb9915.jpg, 0, 0, 1, 0, 0
55_jpg.rf.23431f8252f39f4ba8691165432ea565.jpg, 0, 0, 1, 0, 0
36_jpg.rf.234c10b42da41c60671ac5f71d68668b.jpg, 0, 0, 1, 0, 1
c1r3e1n5_jpg.rf.22b2d869439c49d790d36a7e1cc21f19.jpg, 1, 0, 0, 0, 0
81skhbh5TYL_jpg.rf.229b9e54d81b2f0237c36bca92e94030.jpg, 0, 0, 1, 0, 0
397_jpg.rf.2210d536b68d062e991a9eb770ed1fdc.jpg, 0, 0, 1, 0, 0
c1r3e3n42_jpg.rf.22b545145d45229a9375c90e8ad6241b.jpg, 0, 0, 0, 1, 0
618unudo4CL_jpg.rf.23581cdb67f17aa9b9f864e7694ed75e.jpg, 1, 0, 0, 0, 0
KakaoTalk_Photo_2023-04-03-14-27-32-001_jpeg_jpg.rf.22ecccea7fb08934ad8ca31a3cbc930f.jpg, 0, 0, 1, 0, 0
812gGYkdbTL_jpg.rf.22ef4a39ac91e9acf2c21e20f5345882.jpg, 1, 0, 1, 0, 0
58_jpg.rf.23794510caecd2ad4d403e26d8fe6a0b.jpg, 0, 0, 1, 0, 0
IMG_3798_jpeg_jpg.rf.23754bfbc9af0be683d732a6c52482a5.jpg, 0, 0, 1, 0, 0
IMG_1997_JPG_jpg.rf.237e670a12ce5dd4980d7df098762bbd.jpg, 0, 0, 1, 0, 0
71oYUQDu9XL_jpg.rf.23cf5d598191af19080e1cafa6d52398.jpg, 0, 0, 0, 0, 1
KakaoTalk_Photo_2023-04-03-14-28-31-008_jpeg_jpg.rf.246ec988a3f0512decef164226652c6a.jpg, 0, 0, 1, 0, 0
71qDYxOK4FL_jpg.rf.24e3e16a96dc23add778e48e5fe119a6.jpg, 1, 0, 0, 0, 1
382_jpg.rf.23b82ce87d9671c0a4f5769c126d8f89.jpg, 0, 0, 1, 0, 0
download-5-_jpeg_jpg.rf.23a74f150d1e2e3b6c2a383e484c7313.jpg, 1, 0, 0, 0, 0
364_jpg.rf.2428bd52a35c46107b5ab5cf1178f41d.jpg, 0, 0, 1, 0, 0
C1KnnLs-lYS_jpg.rf.2474df0d3b3d5929e00c4e7b54bdaea6.jpg, 0, 1, 0, 0, 0
91WLkOhSiPL_jpg.rf.23d0c6639318c4cf100e627555421ac8.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-14-27-36-013_jpeg_jpg.rf.243150334226afb7107dfed0f699b8e9.jpg, 0, 0, 1, 0, 0
71001m-yPWL-1-_jpg.rf.215048c4d20bafbdbefd22823380d5e7.jpg, 1, 0, 0, 1, 0
68_jpg.rf.23fee231d0779ac53e94c914643eed80.jpg, 0, 0, 1, 0, 0
81UTEivY53L_jpg.rf.245bbe5f08e1f1d40d66e2cdc0dc9c68.jpg, 1, 0, 0, 0, 0
35_jpg.rf.246b96f40f078cbbf54adc7553ef99e0.jpg, 0, 0, 1, 0, 0
91oadzvxUiL_jpg.rf.252a8d8dbb52e4399eeb50dba927016a.jpg, 1, 0, 0, 0, 0
KakaoTalk_Photo_2023-04-03-17-23-04-003_jpeg_jpg.rf.247d1fcbbaeb590aa2bfc06d74091550.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-17-23-06-019_jpeg_jpg.rf.2396a421de908f00048be9816e246be7.jpg, 0, 0, 1, 0, 0
382_jpg.rf.256e4911a599322fc117ae3c1d870ed6.jpg, 0, 0, 1, 0, 0
73_jpg.rf.2530c7d81ab994981ddea51995d2c9ad.jpg, 0, 0, 1, 0, 0
17_jpg.rf.24bbe355a6ffa40acc8464f6b708abf4.jpg, 0, 0, 1, 0, 0
IMG_3816_jpeg_jpg.rf.244f5f2642954847f79b97014c836238.jpg, 0, 0, 1, 0, 0
71egASO1mxL_jpg.rf.24d2764bb48db2e29eacadc4844cb63c.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-14-27-36-016_jpeg_jpg.rf.250c01d48e7ae3dcdd00de66fcb16851.jpg, 0, 0, 1, 0, 0
715qH3aVBML_jpg.rf.24f1acd29204a85408080073e4282d49.jpg, 0, 0, 0, 0, 1
6173x0H7z-L_jpg.rf.2591e3bb1db2e8a26bc5d6bc95363890.jpg, 0, 0, 1, 0, 0
IMG_3817_jpeg_jpg.rf.24acf4b1cec424ec0ad6df1876de9f9a.jpg, 0, 0, 1, 0, 0
97_jpg.rf.2480e22d35c0c4e907e700114cd65d45.jpg, 0, 0, 1, 0, 0
80_jpg.rf.25a06a07030fb8317acd0418d9032fda.jpg, 0, 0, 1, 0, 0
IMG_3815_jpeg_jpg.rf.2560f5833f90a05508fd2eecd4798542.jpg, 0, 0, 1, 0, 0
79_jpg.rf.256e500d5d7005a824ba2cc6434bbcda.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-17-06-41-007_jpeg_jpg.rf.2587370c9c17b45eee5b96bb2f8e6960.jpg, 0, 0, 1, 0, 0
13_jpg.rf.2602c1cdd811dd56bf63a808146db03c.jpg, 0, 0, 1, 0, 0
67974a13-0a16-4d8a-a468-008484abedb6_jpg.rf.25f7d3d17c3b0b0f372f0fbb6beb8cea.jpg, 0, 0, 0, 0, 1
IMG_3673_jpeg_jpg.rf.25b2135895708ee6fca92e624caec237.jpg, 0, 0, 1, 0, 0
71qOdoIBhHL_jpg.rf.25bbace0c352a893035f2ea2ca914b6a.jpg, 0, 0, 0, 0, 1
KakaoTalk_Photo_2023-04-03-14-27-36-017_jpeg_jpg.rf.25b80ea0b375efa15f257fffbf3f4c71.jpg, 0, 0, 1, 0, 0
346_jpg.rf.25a9b86a42b64000264360160cb33b13.jpg, 0, 0, 1, 0, 0
71hkhqHDKKL_jpg.rf.26c6108b11b8951a703df4d1536ba4a8.jpg, 0, 0, 1, 0, 0
91yxlaSXDIL_jpg.rf.2633d54e9df5753d1870514908613ed1.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-17-23-04-007_jpeg_jpg.rf.263fead8fde2edf778fc19d75f1e7525.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-14-28-33-019_jpeg_jpg.rf.264b6f9adff415127502ffcd667a7f3d.jpg, 0, 0, 1, 0, 0
76_jpg.rf.26ba7826628450d29179be22dd840e3f.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-17-23-04-004_jpeg_jpg.rf.263c1a1a457a95fa4faa76570048c570.jpg, 0, 0, 1, 0, 1
81xjekWaRhL_jpg.rf.2668f2b2d225feac1e88de144ae9645f.jpg, 0, 0, 1, 1, 0
C1QKNbAN2wS_jpg.rf.26f6b13ade81e4515fb55b2ec669e711.jpg, 1, 0, 0, 0, 0
71qW2HI9I6L_jpg.rf.26d59c8d3419cca3858fb9c5959662e0.jpg, 1, 0, 0, 0, 0
KakaoTalk_Photo_2023-04-03-14-27-37-020_jpeg_jpg.rf.268f396aee74e810b6e1b1ab55e5ebb3.jpg, 0, 0, 1, 0, 0
105_jpg.rf.2687f9612fa4f02c1c4c06923cd5f7cd.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-15-31-52-007_jpeg_jpg.rf.2602557e0634d7efa373501bdb1c4a27.jpg, 0, 0, 1, 0, 0
71ek8-jN3yL_jpg.rf.2744f539f87102e820b61c8daff16998.jpg, 1, 0, 0, 1, 0
blue-canvas-casual-close-up_jpg.rf.27125955a8bcbb9eb39c3bbf1d70a8c4.jpg, 0, 0, 0, 0, 1
81ySwy5uH6L_jpg.rf.2713a7e1028f921f83d6e22f0453103b.jpg, 1, 0, 0, 0, 0
KakaoTalk_Photo_2023-04-03-14-28-32-013_jpeg_jpg.rf.271be6b7a17f330c93c20932b7ee119d.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-14-28-30-007_jpeg_jpg.rf.271f2298e5b506ee52ac7e540941a922.jpg, 0, 0, 1, 0, 0
81APIKtdWKL_jpg.rf.276f6e5bb1815ad8ae013107025022c3.jpg, 1, 0, 0, 0, 0
49_jpg.rf.275a952ccdcde847ba64d7376adcea15.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-14-27-32-003_jpeg_jpg.rf.2783d6a241ab6d89a2252ab5a77c382c.jpg, 0, 0, 1, 0, 0
71-83B67drL_jpg.rf.274feb5a750c5b5bd71ab6d744bdb30c.jpg, 0, 0, 1, 0, 0
c1r3e3n4_jpg.rf.27896dac3bc96354cd2ba8c11983e080.jpg, 1, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-17-06-41-005_jpeg_jpg.rf.283c8d73dd7bc83e71cec5cccaca0195.jpg, 0, 0, 1, 0, 0
download_jpeg_jpg.rf.27d4bd42b5c2bd05e871bfc28944e2d4.jpg, 1, 0, 0, 0, 0
c1r3e3n46_jpg.rf.277265cefc4d751b44d2a9dd599a4c26.jpg, 0, 0, 0, 1, 0
51hCh7DIVFL_jpg.rf.2839b6968b1b4905e84961c058712a0c.jpg, 0, 0, 1, 0, 0
78_jpg.rf.2863f4e635c8496d961c47e701349bbf.jpg, 0, 0, 1, 0, 0
71d3uWKrZSL_jpg.rf.2820dcbc6b8e0f0622314f43b69cd91e.jpg, 1, 0, 0, 0, 0
KakaoTalk_Photo_2023-04-03-17-23-04-004_jpeg_jpg.rf.27ca0227bb8fbc5ac0f5918bc375b89d.jpg, 0, 0, 1, 0, 1
KakaoTalk_Photo_2023-04-03-14-27-32-002_jpeg_jpg.rf.27eda88ee654bc14cf19fb0a15648a0b.jpg, 0, 0, 1, 0, 0
61bMfphIkNL_jpg.rf.2828c3561d4f27f7e5d35fe51e9e1fff.jpg, 1, 0, 0, 0, 0
KakaoTalk_Photo_2023-04-03-14-54-47-004_jpeg_jpg.rf.28cebdd9ef6004e983788cbf3e499d41.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-17-23-04-006_jpeg_jpg.rf.28dd283e9c53d8d4e80def7411ff1c1f.jpg, 0, 0, 1, 0, 0
images-71-_jpeg_jpg.rf.28ab069fa73ca6b6acd5d52c1714a32d.jpg, 1, 0, 0, 0, 0
7163J-c7LOL_jpg.rf.27ba507a03b642df22cfa4df82fdd19a.jpg, 0, 1, 0, 0, 0
81Wpin-DEsL_jpg.rf.283684876841af838a46c6412731a22d.jpg, 1, 0, 0, 1, 0
103_jpg.rf.289423d03f5203b9a1d669d29b21ce1b.jpg, 0, 0, 1, 0, 0
71hDRJ0l3LL_jpg.rf.27f65d32f73ec23df5923dd496d87bcf.jpg, 0, 0, 1, 0, 0
17_jpg.rf.28c6852f0f91d44a4769c84f734f3d52.jpg, 0, 0, 1, 0, 0
392_jpg.rf.28a6babb3e1a04881fb4afd612cff383.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-15-31-52-005_jpeg_jpg.rf.27c7354a7e8de43857235a259cc86d96.jpg, 0, 0, 1, 0, 0
IMG_1997_JPG_jpg.rf.2852a9575c59a3cad566bcf4351fd9d8.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-17-06-40-003_jpeg_jpg.rf.28b8284211e4d33a13b47b4701506e01.jpg, 0, 0, 1, 0, 0
91ELgKVcSRL_jpg.rf.2917013d81f8887462466ce0d36d5364.jpg, 0, 0, 0, 1, 0
71GIKjEwBAL_jpg.rf.28f742b93be225145627aae9c174c2aa.jpg, 0, 1, 0, 0, 1
train_00323_jpg.rf.2905a10ebde08fb8c83608984d1090a3.jpg, 1, 0, 0, 0, 0
blue-canvas-casual-close-up_jpg.rf.28ed6480df13b799f95383be53954e4d.jpg, 0, 0, 0, 0, 1
55_jpg.rf.292eadfcaee3ebb231ba9a79257ae8e8.jpg, 0, 0, 1, 0, 0
81jXVX4d1FL_jpg.rf.295d1924780968c2ffbfef6b5c6b13ed.jpg, 0, 0, 0, 1, 0
KakaoTalk_Photo_2023-04-03-14-28-03-002_jpeg_jpg.rf.29774b6baf0c77fb465ffb520bdde23d.jpg, 0, 0, 1, 0, 0
71_jpg.rf.29438885a8b2dafdacb15e1468753759.jpg, 0, 0, 1, 0, 0
112_jpg.rf.292daf3bd5d24f066a1d4f4e30445242.jpg, 0, 0, 1, 0, 0
363_jpg.rf.295185aa66040836bed04a71ae157953.jpg, 0, 0, 1, 0, 0
81Fnoa-OyJL_jpg.rf.29e2a6cfae12ee99ce2f123086125551.jpg, 0, 0, 0, 1, 0
117_jpg.rf.296be74f6774d72b3a3efec515282c49.jpg, 0, 0, 1, 0, 0
19_jpg.rf.29392297e156b7de60165264bed2e11c.jpg, 0, 0, 1, 0, 0
718GpoeCPcL_jpg.rf.29ca90f79b86feb9d8ad0d28b42f9faf.jpg, 0, 1, 0, 0, 0
110_jpg.rf.299a621401dafa518c795106f4b45389.jpg, 0, 0, 1, 0, 0
71JKyXWhoaL_jpg.rf.2a0c0f4bce351a91322ff31767eee8e1.jpg, 0, 0, 0, 1, 0
81Ws4hSUDAL_jpg.rf.2a8b85c673df91aaad2607dd4ac151fe.jpg, 1, 0, 0, 0, 0
818qC-Q7o7L_jpg.rf.2a8ddce38cb12956307e026b91fc0845.jpg, 1, 0, 0, 0, 0
81fL5XNQDUL_jpg.rf.29bce519a6623a0ddc118d500472735b.jpg, 0, 0, 0, 0, 1
IMG_3815_jpeg_jpg.rf.2a70ca9895f876ed2dfb62ef857262eb.jpg, 0, 0, 1, 0, 0
53_jpg.rf.2a365d6e7d4ddb0573968bcd30caabc1.jpg, 0, 0, 1, 0, 0
c1r3e2n8_jpg.rf.2a2671491f090e37752b4f3aedf8bff7.jpg, 0, 0, 1, 0, 0
61InXvIZdtL_jpg.rf.2aa4be6785d3dff73a4c7cb27a873fc5.jpg, 1, 0, 0, 0, 0
